[control]player_id,playerStanding0.0,playerStanding1.0,playerStanding2.0,playerStanding3.0,playerStanding4.0,playerScore,playerSpeed,playerIsGrounded,playerIsMidAir,playerIsLooping,playerIsCrashing,playerIsOffRoad,playerGasPedal-1.0,playerGasPedal0.0,playerGasPedal1.0,playerSteering-1.0,playerSteering0.0,playerSteering1.0,playerLap0.0,playerLap1.0,playerDistanceToWayPoint,playerDeltaDistance,playerDeltaRotation,playerRespawn,visibleBotCount0.0,visibleBotCount1.0,visibleBotCount2.0,visibleBotCount3.0,botStanding,botScore,botSpeed,botIsGrounded,botIsLooping,botIsOffRoad,botIsCrashing,botGasPedal0.0,botGasPedal1.0,botSteering-1.0,botSteering0.0,botSteering1.0,botLap0.0,botLap1.0,botDistanceToWayPoint,botDeltaDistance,botDeltaRotation,botPlayerDistance,botRespawn,visibleLoopCount,playerStanding-0.0,playerLap2.0,botLap2.0,botGasPedal-1.0,playerSteering-0.0
1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0,1,48,31,400,15,42.50496386,474,15,22,42,92,9,35,436,79,337,64,296,184,164.5459023,0.753040707,0.566827375,1,302,71,73,34,0.930116598,0,15.79419858,194,3,15,5,324,156,35,432,13,461,19,50.06970583,0.258865947,0.184433682,21.25772583,0,260,0,0,0,0,0
1F6A56CA-9C73-442F-2682-BB69E4B03AB2,1,289,19,6,0,15.3684,48.7482245,315,3,13,22,36,0,26,289,76,191,48,166,149,120.2652266,0.610090225,0.485809424,0,214,42,42,17,0.914937492,0,13.79406278,111,2,12,15,224,91,15,284,16,315,0,53.1476254,0.176256287,0.135409685,26.90457705,0,162,0,0,0,0,0
243FE25F-E451-21F6-7EFA-F9DACC7D31CA,0,13,12,40,308,15,42.02677096,372,3,13,24,108,4,13,356,70,259,44,194,179,118.759353,2.66818933,2.03134278,0,142,60,124,47,1.616590965,15.4444,28.61554818,254,6,3,13,165,208,45,313,15,268,98,77.77616354,1.847229584,1.144352766,46.46476247,0,181,0,0,7,0,0
2656C6B4-988A-A958-5107-5422027AEE1D,1,29,20,69,333,15.2778,41.0831445,448,22,19,40,87,0,51,401,72,341,39,193,259,134.8634672,0.70611616,0.440474639,2,187,59,109,97,1.424342146,0,24.74794357,278,9,23,15,214,238,43,398,11,358,94,75.32555042,0.39528675,0.292026028,31.53248077,0,227,0,0,0,0,0
2C636222-CB43-AB6F-444A-7278047991C7,1,216,109,12,3,15.7857,45.74518554,332,11,23,24,12,3,47,291,72,236,33,176,164,116.8578662,0.785877559,0.56651254,0,140,72,90,39,1.357760771,14.65,24.83958687,209,3,17,15,168,173,35,296,10,307,34,83.20116786,0.433448556,0.383216547,34.4478915,0,172,0,1,0,0,0
35FEE4B0-EF25-110F-8D86-5410FA57646B,0,300,17,5,0,15.7692,47.85451733,320,7,13,20,50,1,32,289,63,224,35,166,155,118.5596414,1.014029508,0.730658849,0,204,32,50,36,1.080591983,0,16.68463035,134,3,11,8,213,109,21,287,14,307,15,56.25782826,0.356701657,0.306525822,36.11155146,0,154,0,1,0,0,0
37249306-1597-DC6D-3544-6FEDBBF8B848,0,133,88,24,113,15.9091,44.43540991,352,15,13,30,50,0,29,329,74,240,44,173,184,138.1489751,1.113526034,0.915130425,1,64,92,121,81,2.041176436,15,35.54283363,301,15,9,20,101,257,42,294,22,228,130,113.121407,0.909813314,0.603564848,31.56616631,0,153,0,1,0,0,0
3FC0B5B3-AC42-BF96-D8EE-10E81EAAACF6,0,285,1,3,26,15.1429,49.7843985,314,3,14,17,31,0,25,290,67,0,31,165,150,119.1999876,0.850374742,0.59440627,0,208,33,52,22,0.907579102,0,14.26401371,115,2,13,14,225,90,17,283,15,315,0,50.25724095,0.25709317,0.179049472,26.98109749,0,149,0,0,0,0,217
4690C2DC-C0B5-6C1B-880A-D31C46C8A565,0,16,146,180,6,15.0667,44.57368948,346,8,16,40,50,0,4,344,73,232,43,185,163,129.3841583,0.749072517,0.59254291,0,21,110,181,36,2.01509,15.0811,39.74630187,334,14,31,30,73,275,55,269,24,190,158,128.9879468,0.6780032,0.522208799,41.7155519,0,153,0,0,0,0,0
46A9A47E-EDE3-2EF4-2F06-E95AF67D57E1,0,184,70,13,61,15.7059,47.19130372,328,5,16,24,18,3,38,288,82,200,47,176,152,117.4615948,0.67926432,0.585893187,0,140,60,89,40,1.464502508,0,25.67817718,200,10,14,23,168,161,35,268,26,303,26,77.00793881,0.373902396,0.328146833,29.08983793,0,159,1,1,0,0,0
47494449-E68E-E554-8BB1-ECEEE432E269,0,269,33,5,0,15.375,51.80235283,303,8,14,19,38,0,1,306,69,198,40,161,146,125.4872351,0.844427623,0.659180054,0,219,25,33,30,0.762443583,0,11.89204664,92,0,6,11,225,82,7,291,9,307,0,47.55272899,0.199460917,0.117998251,21.19145779,0,153,0,0,0,0,0
48847236-6E23-6E61-57CD-780C68FAA2C2,0,0,6,81,294,15.4444,41.9268494,356,46,23,30,55,0,3,378,70,0,44,203,178,140.4668682,1.43758755,1.096756044,3,128,139,72,42,1.881578488,16,28.94969383,270,10,10,9,175,206,37,314,30,230,134,75.55328058,0.959928017,0.730695903,64.16940785,0,196,0,0,17,0,267
48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,1,0,0,18,460,14,33.73440125,467,28,14,18,179,16,61,402,106,321,52,208,271,165.9444401,2.288786171,2.189586064,3,408,14,43,14,0.320150104,0,6.143354649,77,0,0,3,427,52,18,451,10,459,13,15.98113106,0.408045941,0.300030443,16.33036221,0,199,0,0,7,0,0
4B423110-8A54-A87F-39BB-D68BF033C7FC,0,1,0,2,477,14,35.51535368,447,43,87,25,85,27,55,398,85,335,60,290,190,109.1972792,0.641851845,0.589100391,1,438,14,21,7,0.225221247,0,3.218581063,46,0,0,6,455,25,13,460,7,480,0,9.325237292,0.058538577,0.063252689,7.502886875,0,235,0,0,0,0,0
4BD5749B-A1D2-E6C9-156F-DF107802D3BE,0,264,24,19,51,15.4615,43.90001842,355,9,15,35,77,2,25,331,66,0,40,172,186,122.9439678,0.880949118,0.69470557,0,111,87,110,50,1.921042587,15,30.08509966,268,7,19,33,139,218,41,292,25,227,131,109.2071784,0.609003381,0.459530796,45.81614419,0,177,0,0,0,1,252
4CAE9D77-C8A8-2EE8-53D0-7C3C6331B2C5,0,0,12,266,96,15.2,41.90642527,374,2,15,27,65,2,36,336,66,265,43,205,169,123.7939517,2.157631536,1.658009394,0,153,134,70,17,1.843355535,15,25.18830318,237,6,8,10,190,184,31,315,28,266,99,79.34608529,1.30183388,0.806515622,56.02988003,0,169,0,0,9,0,0
5270C847-54C3-180E-9737-1D87A639C450,0,0,1,1,478,6,17.77648415,345,145,44,17,45,6,251,223,106,0,57,480,0,101.7490771,0.515189541,0.677826414,4,458,7,6,9,0.122487921,0,2.442162229,27,5,0,7,458,22,2,477,1,469,10,6.598914375,0.056145838,0.032335646,3.898223333,0,235,0,0,1,0,317
5690E95B-9747-B2B5-2EE1-16A72200D5CC,0,2,71,225,82,15.3333,42.08559195,379,8,15,34,93,1,6,374,79,262,40,184,197,119.9304051,0.717228742,0.569757206,0,55,119,134,73,2.227781924,16,35.39832925,335,7,20,24,97,284,46,315,20,211,161,114.0883765,0.610470014,0.387944963,49.12667575,0,189,1,0,9,0,0
58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5,0,186,26,73,65,15.7778,45.87458274,348,7,14,23,41,0,44,306,72,232,46,181,168,124.5833171,1.53078685,1.28744575,0,100,55,123,72,1.825906783,15,31.15823366,262,16,8,24,129,221,31,295,24,265,85,98.46662943,1.046492759,0.698796196,37.76060417,0,175,0,1,0,0,0
5CD23052-9069-615B-22B2-CB8E9A2413C9,0,194,23,50,86,15.4286,45.2908796,352,6,16,35,60,0,22,331,74,234,45,178,175,120.1535915,0.846820902,0.720366961,0,82,76,117,78,2.094979717,15,33.42499994,290,9,20,24,105,248,44,283,26,238,115,108.4737299,0.632383756,0.46517169,32.66475975,0,181,0,0,0,0,0
5E491E0A-C580-29BE-4329-ED7BFF843D0D,1,0,0,2,477,12,28.55944597,479,4,10,43,179,0,157,323,88,321,71,287,193,114.8896331,0.396120062,0.387227732,0,397,14,37,32,0.370370402,20,7.095844265,91,0,1,9,406,74,15,459,6,427,0,27.66815248,0.102401938,0.056014266,10.37980444,0,183,0,0,53,0,0
5F222604-CB86-1ABA-EB7B-31FF78B7BE93,0,0,0,2,451,15.8,35.86698859,454,5,18,11,111,0,112,342,78,330,46,239,214,122.1213015,2.441931846,1.998422287,0,417,10,19,8,0.190874053,0,2.861347013,38,0,0,3,433,21,12,437,5,454,0,8.037205727,0.190602511,0.188079944,8.069798238,0,207,1,1,0,0,0
62A1F053-1EA8-7433-090E-89D450314F41,0,0,1,132,268,15,40.1192241,400,6,20,37,90,8,9,384,81,280,40,197,204,118.3840695,0.699135231,0.587732633,0,120,191,56,34,2.016109476,0,31.00607234,301,10,13,20,162,239,50,327,24,259,131,92.86785756,0.548337993,0.356716566,48.60289479,0,201,0,0,11,0,0
647C581E-E72F-0765-F94A-065909B99374,0,0,0,2,476,12,28.93440687,478,2,6,17,175,32,88,358,142,274,62,264,214,136.5590207,1.795728365,2.036760746,0,382,24,49,23,0.420119477,0,8.684613682,102,2,5,4,397,81,22,443,13,398,11,22.71667929,0.551545063,0.522076494,14.56322594,0,210,0,0,69,0,0
64A0EC69-0CE2-8405-0FFC-D63A7F55E703,0,0,3,14,463,15,34.54145849,455,33,24,34,134,12,67,401,109,310,61,202,278,114.9838638,1.36437547,1.324095083,1,293,75,81,31,0.982115729,0,16.17337925,197,12,2,12,327,153,52,416,12,367,113,44.41351458,0.624037356,0.515595691,37.4731156,0,277,0,0,0,0,0
66E9719B-D383-AA87-7FAB-D9B4ABE7011C,0,47,107,165,35,15.8,44.90316294,354,3,17,37,31,0,23,331,82,220,52,199,154,121.2755664,1.322043218,1.256442359,0,62,136,131,25,2.134704746,15,36.71987458,319,10,15,21,89,263,56,279,19,211,143,111.175091,1.107135579,0.762726928,45.04809463,0,165,0,1,0,2,0
68339CF4-6AFB-7EFB-40EA-238612F8E5A4,0,8,14,60,331,15.66665,38.87783552,395,21,27,15,91,8,25,380,84,293,36,214,198,109.6508495,3.117623736,2.407876771,0,222,94,74,23,1.274185666,0,20.3903753,201,7,5,13,260,153,34,363,16,374,39,58.45067833,1.698840735,1.239819296,34.22864383,0,216,0,1,0,0,0
6B690AF9-8440-1C43-B353-FA85266AA12C,0,99,33,141,86,15,44.30719437,358,7,16,42,59,2,6,351,66,0,40,190,169,123.7631565,0.749377542,0.620358696,0,61,133,120,45,1.985874159,15,36.19514646,311,16,25,18,86,272,44,297,18,213,146,112.1217387,0.619216792,0.423191979,40.06334114,0,185,0,0,0,1,253
6C9454F6-2AA4-4C25-0387-C6CA7AFC4C13,0,252,50,46,5,15.7273,44.53079578,353,4,12,32,77,0,5,348,84,213,56,193,159,123.4356648,0.937464176,0.842590413,0,143,80,106,24,1.483010388,14.5,23.97081986,227,0,43,17,183,170,46,288,19,292,61,86.42485354,0.509529692,0.385320143,38.59853195,0,178,0,1,0,0,0
6E42D32E-048C-D829-197E-7950E78F58CB,0,0,0,3,406,15.5,40.24526965,407,5,14,16,114,0,33,376,91,268,50,244,163,117.7288123,2.425156406,2.304937528,0,369,17,14,9,0.274377017,0,4.44119154,46,1,0,1,380,29,13,387,9,394,4,10.68152738,0.271350323,0.278463077,15.07894401,0,183,0,2,11,0,0
70432028-81AF-D67A-251E-D2F807AB93CF,0,0,0,3,416,15,39.00689611,416,7,15,15,106,1,36,382,104,0,71,223,196,121.5377515,1.736169204,1.843173678,0,374,17,22,6,0.301527685,0,4.236416253,51,0,0,5,390,29,15,394,10,416,3,10.98564776,0.19476336,0.216202792,12.18784463,0,196,0,0,0,0,244
718078D1-70DB-2916-366D-1119A22DCD7F,0,0,1,13,466,9,25.89880419,467,20,30,32,166,14,125,341,125,257,98,440,40,118.4882854,0.793423646,1.013040731,1,425,29,15,11,0.286439863,0,4.789134833,62,3,0,3,435,45,14,462,4,461,19,12.09997417,0.145427747,0.126930663,6.592390563,0,262,0,0,0,0,0
72B642AD-2D4A-574F-05EC-EC93C0C52335,0,0,21,24,375,15.3333,38.77030213,410,12,42,18,102,10,16,394,80,284,56,191,229,114.8434671,1.442961017,1.276053362,0,173,74,111,62,1.434024381,0,24.62422936,259,9,7,18,206,214,46,356,18,296,124,72.31181262,0.931907087,0.699439509,37.48516931,0,208,0,0,0,0,0
7417E7AB-C723-0958-F8EE-DDA4DED65165,0,274,24,34,0,15.75,46.77375033,331,5,12,27,79,0,1,331,73,217,42,169,162,121.3945796,0.75727317,0.640238742,0,171,56,84,21,1.257466145,14.5625,21.66024768,176,2,21,12,187,145,25,286,21,303,29,70.76569889,0.357588144,0.3080802,41.43780512,0,173,0,1,0,0,0
761D024F-3C62-5326-601A-88D436C7726A,0,167,9,13,153,15.1,45.91343372,341,5,16,15,63,0,32,310,65,239,38,182,160,121.6907114,1.24278914,1.00183132,0,136,43,115,48,1.531196839,15,25.90117906,221,3,5,15,167,175,40,271,31,279,63,78.70229763,0.723049932,0.50928397,40.8859783,0,172,0,0,0,0,0
772BA0E9-AC30-CEA6-AA1B-18A0300702AA,1,308,2,10,0,15.7059,48.80820574,321,1,16,16,34,0,16,305,76,201,44,159,161,115.1942966,0.720329921,0.598816969,0,254,19,37,11,0.577863935,0,9.268606819,78,0,7,13,260,61,17,294,10,316,5,27.9752462,0.139297329,0.128974575,24.54810963,0,171,0,1,0,0,0
7B8B31F4-FFC3-7A4E-3EAF-78D5CA8ACB61,0,228,16,11,87,15.5714,45.9927966,341,6,13,23,47,0,40,303,73,239,31,177,165,121.2189478,0.829759202,0.6329548,0,158,50,73,62,1.440919487,15,23.29417283,195,3,11,23,185,158,45,281,17,314,29,74.18762274,0.435483283,0.34860435,33.34883362,0,178,1,1,0,0,0
7DC9729F-BA27-3831-6078-F8508766396A,0,1,15,146,275,15.3846,37.65117512,436,5,19,42,138,15,26,396,94,254,89,191,246,109.3018183,0.945068892,0.940173382,0,191,70,121,55,1.325478993,0,22.92478183,254,10,16,18,224,213,33,385,19,360,77,73.28173707,0.622974018,0.421952593,25.18491467,0,179,0,0,0,0,0
7FB7C50A-30EA-A991-0C04-7FFA681B8803,0,0,1,1,457,15.2857,38.8026348,443,26,21,16,131,4,69,386,89,307,63,208,251,118.9584551,1.631291569,1.509621356,1,388,16,34,21,0.410506492,0,6.54663878,80,0,0,1,408,51,19,426,14,444,15,17.12233325,0.274899076,0.25852726,20.15108475,0,204,0,0,0,0,0
85748DC9-A6DA-334D-6422-BF69EE06A98C,1,186,66,28,87,15.8667,42.51762528,366,6,16,34,55,0,71,297,76,236,56,181,186,128.5908707,0.749771637,0.653280558,0,75,81,135,77,2.112721568,15.0333,35.02982347,314,6,29,19,101,267,39,306,23,215,153,113.6506647,0.618684257,0.416000975,31.57806875,0,180,0,1,0,0,0
8690E8B6-9B41-5F0E-C518-8F2D028C6690,0,270,22,26,18,15.5714,46.58120003,334,5,15,16,34,1,41,294,88,202,46,165,170,121.6857652,0.757307769,0.682103416,0,182,55,65,34,1.114663295,15,18.9766714,163,1,13,15,201,135,37,281,18,308,28,63.9741839,0.318025716,0.26122131,36.21359131,0,150,0,1,0,0,0
8DD09016-F898-915E-4A5C-727F57619D73,0,302,10,29,10,15.7778,45.90401859,349,7,12,19,35,1,42,308,76,228,47,171,179,124.1206037,1.365092473,1.125967553,0,152,56,95,48,1.558490852,15,23.80787313,212,3,9,25,187,164,37,287,27,274,77,87.02844832,0.71444576,0.510612446,44.85495954,0,165,0,1,0,0,0
9268F759-54B0-96CC-C0F5-9D8DBAA12073,1,0,0,2,477,11,24.02042742,478,8,9,14,176,5,148,327,117,322,41,366,114,175.9111396,1.557379906,1.528182525,1,348,65,50,17,0.620212146,0,11.94768504,147,2,13,4,373,107,28,438,14,369,49,36.45072021,0.747484162,0.771912646,26.92483104,0,189,0,0,62,0,0
96B78431-4166-E4D3-2AA2-15BE2512E1D6,0,14,7,99,280,15.6154,41.06366363,375,31,55,36,64,0,37,363,97,240,63,225,174,106.8167432,0.840236073,0.857797074,0,236,104,44,16,1.214190597,0,18.2984868,179,6,7,14,258,142,32,350,18,377,13,54.24584967,0.385970656,0.286700702,36.29877128,0,158,0,1,10,0,0
99827717-1B21-7ECC-CAD1-99489F7E19EA,1,11,62,69,241,15.1818,42.58942876,384,5,18,49,77,2,23,359,90,250,44,191,193,119.1378937,0.993941341,0.903587635,0,57,106,177,44,2.025015138,16,35.79515408,338,14,18,29,99,285,65,292,27,232,146,102.223994,0.835658817,0.587079637,39.91624914,0,173,0,0,6,0,0
99C0C5AE-01AD-1BB2-A36B-74B166CB26BA,0,0,0,2,477,14,29.48528386,479,3,11,9,115,0,177,302,62,389,28,320,159,121.5941949,1.841610609,1.394144785,0,445,15,8,11,0.13648382,0,3.81863666,36,5,2,1,454,25,6,463,10,459,14,10.64588205,0.257618752,0.24000639,15.65966472,0,191,0,0,6,0,0
9A80CFF4-085D-6435-BA08-18E6496A8381,0,187,13,19,128,15.8,45.64209517,346,3,14,14,47,0,41,306,60,250,37,183,163,126.1138961,1.229688002,0.887960475,0,81,75,116,75,1.969130461,15,32.11429504,276,7,38,19,105,242,35,278,34,249,98,108.8135991,0.883903049,0.696242911,48.20412115,0,172,0,1,0,0,0
9C694EBE-9421-F45A-ED92-F521991A6A52,0,8,12,108,324,15.5,39.36635106,429,31,26,30,99,0,7,445,102,275,75,249,202,118.9609183,2.806146149,2.957388706,2,312,63,56,21,0.834965199,0,12.92892392,149,4,10,9,336,116,25,412,15,452,0,43.72139469,0.907623546,0.602993456,12.25526007,0,202,0,1,0,0,0
9E6EBCE2-44FB-8F07-4135-E91140B34096,1,270,15,42,66,15.1111,43.01334279,378,24,22,31,59,0,54,340,81,266,47,178,216,120.4137957,0.595771006,0.496331405,1,151,86,115,42,1.570649373,0,26.38893876,263,3,18,23,180,214,42,333,19,277,103,91.73228629,0.363811584,0.283312337,47.38100264,0,198,0,0,14,0,0
A135AF2A-692D-9C83-AB54-34F977E4D14D,0,0,7,23,387,15.5,39.81793106,381,47,17,24,87,0,79,338,80,282,55,189,227,145.4735312,1.181138427,1.019375456,1,221,75,86,35,1.252952367,0,21.06074436,224,4,8,14,247,170,50,346,21,332,83,58.71388619,0.601441102,0.491006226,37.08530568,0,216,0,1,2,0,0
A43E8D46-F136-DB41-3E16-F9F161DBA1D6,0,0,0,29,414,15.1667,39.34816345,439,14,22,19,118,0,57,386,84,304,55,211,232,118.3701594,1.734864089,1.549983809,1,370,12,39,22,0.459613093,0,6.469774898,83,2,9,6,379,64,16,416,11,409,24,18.02794695,0.267087131,0.20976897,26.92102334,0,224,0,0,10,0,0
AB9921A8-F143-E101-6A47-E66882F571B2,0,145,98,10,89,15.2857,45.13244482,340,6,16,17,50,0,51,291,69,236,37,181,161,120.1023119,0.851858447,0.686109571,0,64,91,126,61,1.933519977,15,35.56896351,286,14,18,23,100,242,42,275,25,231,111,107.0220114,0.683957174,0.51645432,36.44876629,0,163,0,0,0,0,0
B06410CC-D778-33B2-B1FD-A828EE4AF413,0,0,1,2,478,11,26.88950375,472,29,8,29,198,0,122,359,142,262,77,282,199,110.2398884,2.494662532,3.255835721,4,394,46,34,7,0.410786085,0,4.245641488,90,0,6,2,425,55,25,442,14,422,0,15.40570474,0.359111158,0.503025213,9.31690264,1,190,0,0,59,1,0
B17DF37B-207D-A052-4D45-F862B3BF4C4C,0,208,54,26,44,15.625,47.18628809,328,8,14,12,35,0,28,304,76,216,40,176,155,120.1799258,1.849783041,1.564688961,0,136,55,94,47,1.480833506,14,25.35731551,205,2,6,13,170,162,38,276,18,294,38,81.77652509,0.990722795,0.732217582,37.1642337,0,168,0,1,0,0,0
B2EE7EC5-4E5B-EBDD-E0EB-AF758B95C36A,1,0,0,18,375,15.5,42.64352227,394,2,12,26,92,0,23,371,77,261,56,215,178,125.5888513,0.658936768,0.538711404,0,286,46,39,23,0.718836302,0,11.91070612,121,4,3,11,307,87,22,356,16,370,15,32.16080939,0.190937509,0.198206663,37.31658426,0,183,0,1,9,0,0
B3CE5256-6F65-85EB-0078-689BD5CC1B17,0,1,4,191,188,15,41.79901801,366,28,19,16,65,0,48,336,75,266,43,205,179,128.1030671,2.585288111,2.071069442,2,71,145,109,59,2.357056224,15,33.06919228,323,10,12,21,139,245,61,287,36,241,136,93.54861745,2.079285941,1.566859456,53.93737799,0,188,0,0,7,0,0
B6EE5F90-8F59-D3CF-C449-59216B28207B,0,18,29,77,276,15.2,40.37417774,399,7,21,20,115,7,19,374,85,259,56,193,207,121.37006,2.169366285,1.993671048,0,136,94,116,54,1.630080918,0,27.5865915,279,10,20,20,186,214,47,331,22,279,105,82.69703225,1.505859516,1.127957723,42.13129745,0,162,0,0,16,0,0
B9FD0C60-33D3-E99E-2475-815EAD5C89C2,0,0,0,2,426,15.4286,39.7066981,428,2,14,14,143,12,24,392,94,261,73,196,232,114.198047,1.71434757,1.629108349,0,294,44,62,28,0.867898224,0,14.20047131,153,4,4,4,314,114,36,376,16,367,61,34.16194984,0.627175047,0.505589501,42.84304696,0,195,0,0,0,0,0
BAAA2876-D490-2AB5-0A98-6EB94C7FC331,0,1,0,30,376,15.6,39.92728926,407,4,21,41,109,0,10,397,114,213,80,200,206,132.2918056,0.591704786,0.66114581,0,214,87,71,35,1.274262289,0,20.42933189,208,4,5,10,244,163,35,356,16,341,57,58.53494644,0.31125829,0.21344397,44.89054683,0,221,0,1,9,0,0
BC7EE230-0AF9-3AC5-24E5-8EC4B0B432A8,0,33,12,32,403,14,34.26210356,452,49,35,35,107,0,97,383,90,330,60,321,159,129.0417389,1.210618867,1.10415189,3,411,18,29,22,0.40664475,0,5.783743437,79,0,1,13,421,59,18,452,10,476,0,18.24124771,0.176107821,0.14572848,5.252260104,0,253,0,0,4,0,0
C24A665A-6B67-FDEA-04A4-C2DA3AF79D51,1,0,0,2,388,15.5,39.93148681,391,4,17,14,45,0,99,292,82,256,53,222,168,125.2098546,0.783282205,0.690654779,0,316,27,26,22,0.520493077,0,7.841315852,83,0,1,4,342,49,24,351,16,366,12,21.849179,0.15206837,0.167197334,32.22378696,0,191,0,1,13,0,0
C8BB6C15-19FA-A17A-5945-6202803016D7,1,3,11,3,462,14,33.95303807,469,31,62,43,114,4,61,415,110,302,68,222,258,106.2561931,0.569630763,0.553609181,3,370,36,47,27,0.531498458,0,9.692738229,116,9,0,21,394,86,23,448,9,474,6,26.35106419,0.162456724,0.148909619,18.4717635,0,225,0,0,0,0,0
CCA3ABC5-DCCE-0BBE-5327-E65AE52A195D,0,0,0,2,477,12,28.24768028,469,21,60,20,126,8,109,363,82,324,74,318,162,107.2278929,1.246409794,1.235210095,1,385,30,43,22,0.443592354,0,7.085682406,98,0,0,10,404,76,25,444,11,438,1,24.83195917,0.307451212,0.234824529,12.73991398,0,203,1,0,41,0,0
CD5833CD-93D3-318C-371A-18A32DEFC38B,0,270,39,5,0,15.2222,49.08294306,313,3,12,16,43,0,11,303,68,216,30,161,153,123.5200884,1.31947275,1.021645378,0,202,35,46,31,0.884506911,0,14.46664752,113,0,10,10,221,93,16,287,11,314,0,47.80367994,0.393726225,0.32612821,27.23934191,0,157,0,0,0,0,0
